date,price
2007-11-18,697.699346405
2007-11-19,708.583333333
2007-11-20,706.860805861
2007-11-21,706.110320285
2007-11-22,711.835664336
2007-11-23,708.371024735
2007-11-24,700.872037915
2007-11-25,700.160839161
2007-11-26,708.734042553
2007-11-27,717.037313433
2007-11-28,711.08984375
2007-11-29,711.81294964
2007-11-30,728.914285714
2007-12-01,713.01984127
2007-12-02,686.993670886
2007-12-03,718.947194719
2007-12-04,693.038732394
2007-12-05,697.171096346
2007-12-06,704.44205298
2007-12-07,684.325259516
2007-12-08,632.50877193
2007-12-09,628.129032258
2007-12-10,661.238970588
2007-12-11,645.667820069
2007-12-12,648.680272109
2007-12-13,644.727586207
2007-12-14,620.626760563
2007-12-15,614.946969697
2007-12-16,578.112582781
2007-12-17,611.58781362
2007-12-18,611.870229008
2007-12-19,599.307692308
2007-12-20,580.528957529
2007-12-21,543.66
2007-12-22,575.101694915
2007-12-23,560.092198582
2007-12-24,568.011406844
2007-12-25,516.78238342
2007-12-26,552.920577617
2007-12-27,565.505535055
2007-12-28,545.907692308
2007-12-29,525.747826087
2007-12-30,513.37109375
2007-12-31,547.928571429
2008-01-01,544.625
2008-01-02,530.738410596
2008-01-03,532.928082192
2008-01-04,548.562913907
2008-01-05,527.505976096
2008-01-06,509.423529412
2008-01-07,543.38047138
2008-01-08,523.685064935
2008-01-09,536.581168831
2008-01-10,531.272727273
2008-01-11,512.07615894
2008-01-12,488.039370079
2008-01-13,494.308139535
2008-01-14,515.019083969
2008-01-15,494.434782609
2008-01-16,503.817589577
2008-01-17,507.278135048
2008-01-18,499.180463576
2008-01-19,462.958847737
2008-01-20,455.106918239
2008-01-21,500.193220339
2008-01-22,501.87458194
2008-01-23,479.420454545
2008-01-24,486.89516129
2008-01-25,485.239864865
2008-01-26,458.607142857
2008-01-27,489.88961039
2008-01-28,498.97
2008-01-29,491.743506494
2008-01-30,484.176470588
2008-01-31,492.884615385
2008-02-01,484.793918919
2008-02-02,480.986111111
2008-02-03,448.722543353
2008-02-04,480.889632107
2008-02-05,490.613207547
2008-02-06,482.361204013
2008-02-07,479.539432177
2008-02-08,481.138709677
2008-02-09,457.357142857
2008-02-10,442.975757576
2008-02-11,486.908333333
2008-02-12,479.614906832
2008-02-13,477.325825826
2008-02-14,473.079268293
